Kód produktu;Název;Nákupní cena;Prodejní cena;Mare Kè;Mare %;Multishop
43192/171962;"Plastové patentky / stiskací knoflíky vel. 20""";650.0;713.9;63.9;8.95;10
43192/171963;"Plastové patentky / stiskací knoflíky vel. 20""";0.0;0.0;0.0;0;0
43192/171964;"Plastové patentky / stiskací knoflíky vel. 20""";510.0;556.6;46.6;8.37;10
43192/197386;"Plastové patentky / stiskací knoflíky vel. 20""";510.0;556.6;46.6;8.37;10
43192/197445;"Plastové patentky / stiskací knoflíky vel. 20""";510.0;556.6;46.6;8.37;10
43192/197498;"Plastové patentky / stiskací knoflíky vel. 20""";510.0;556.6;46.6;8.37;10
43192/209446;"Plastové patentky / stiskací knoflíky vel. 20""";510.0;556.6;46.6;8.37;10
43192/236133;"Plastové patentky / stiskací knoflíky vel. 20""";620.0;677.6;57.6;8.5;10
43192/236134;"Plastové patentky / stiskací knoflíky vel. 20""";510.0;556.6;46.6;8.37;10
47453/138176;"Plastové patentky / stiskací knoflíky vel. 20""";25.5;47.8;22.3;46.65;45
47453/138177;"Plastové patentky / stiskací knoflíky vel. 20""";25.5;47.8;22.3;46.65;45
47453/138178;"Plastové patentky / stiskací knoflíky vel. 20""";25.5;47.8;22.3;46.65;45
47453/138179;"Plastové patentky / stiskací knoflíky vel. 20""";25.5;47.8;22.3;46.65;45
47453/138181;"Plastové patentky / stiskací knoflíky vel. 20""";25.5;47.8;22.3;46.65;45
47453/138182;"Plastové patentky / stiskací knoflíky vel. 20""";79.86;87.0;7.14;8.21;10
47453/145291;"Plastové patentky / stiskací knoflíky vel. 20""";25.5;47.8;22.3;46.65;45
47453/151840;"Plastové patentky / stiskací knoflíky vel. 20""";32.5;61.1;28.6;46.81;45
47453/171962;"Plastové patentky / stiskací knoflíky vel. 20""";32.5;61.1;28.6;46.81;45
47453/171963;"Plastové patentky / stiskací knoflíky vel. 20""";50.0;87.0;37.0;42.53;45
47453/171964;"Plastové patentky / stiskací knoflíky vel. 20""";25.5;47.8;22.3;46.65;45
47453/197386;"Plastové patentky / stiskací knoflíky vel. 20""";25.5;47.8;22.3;46.65;45
47453/197445;"Plastové patentky / stiskací knoflíky vel. 20""";30.0;56.3;26.3;46.71;45
47453/197498;"Plastové patentky / stiskací knoflíky vel. 20""";25.5;47.8;22.3;46.65;45
47453/207580;"Plastové patentky / stiskací knoflíky vel. 20""";79.86;87.0;7.14;8.21;10
47453/207610;"Plastové patentky / stiskací knoflíky vel. 20""";79.86;87.0;7.14;8.21;10
47453/209446;"Plastové patentky / stiskací knoflíky vel. 20""";25.5;47.8;22.3;46.65;45
47453/236132;"Plastové patentky / stiskací knoflíky vel. 20""";50.0;87.0;37.0;42.53;45
47453/236133;"Plastové patentky / stiskací knoflíky vel. 20""";31.0;65.3;34.3;52.53;55
47453/236134;"Plastové patentky / stiskací knoflíky vel. 20""";25.5;47.8;22.3;46.65;45
47453/242566;"Plastové patentky / stiskací knoflíky vel. 20""";51.43;87.0;35.57;40.89;40
47453/249773;"Plastové patentky / stiskací knoflíky vel. 20""";50.0;87.0;37.0;42.53;45
49450/HNE;"Plastové patentky / stiskací knoflíky vel. 20""";79.86;87.0;7.14;8.21;10
136195/138160;"Plastové patentky / stiskací knoflíky vel. 22""";196.0;239.6;43.6;18.2;20
136195/138163;"Plastové patentky / stiskací knoflíky vel. 22""";76.0;121.0;45.0;37.19;35
136196/138160;"Plastové patentky / stiskací knoflíky vel. 22""";380.0;605.0;225.0;37.19;35
136196/138163;"Plastové patentky / stiskací knoflíky vel. 22""";760.0;834.9;74.9;8.97;10
47454/138160;"Plastové patentky / stiskací knoflíky vel. 22""";49.0;92.0;43.0;46.74;45
47454/138163;"Plastové patentky / stiskací knoflíky vel. 22""";19.0;46.0;27.0;58.7;60
101699/140726;Sada zapínání na tašku 30x31 mm;673.0;739.9;66.9;9.04;10
101699/250540;Sada zapínání na tašku 30x31 mm;673.0;739.9;66.9;9.04;10
101699/269126;Sada zapínání na tašku 30x31 mm;673.0;739.9;66.9;9.04;10
101699/269397;Sada zapínání na tašku 30x31 mm;673.0;739.9;66.9;9.04;10
44392/140726;Sada zapínání na tašku 30x31 mm;13.46;28.4;14.94;52.61;55
44392/250540;Sada zapínání na tašku 30x31 mm;13.46;28.4;14.94;52.61;55
44392/269126;Sada zapínání na tašku 30x31 mm;13.46;28.4;14.94;52.61;55
44392/269397;Sada zapínání na tašku 30x31 mm;13.46;28.4;14.94;52.61;55
44929/140726;Sada zapínání na tašku 30x31 mm;134.6;185.0;50.4;27.24;25
44929/250540;Sada zapínání na tašku 30x31 mm;134.6;185.0;50.4;27.24;25
44929/269126;Sada zapínání na tašku 30x31 mm;134.6;185.0;50.4;27.24;25
44929/269397;Sada zapínání na tašku 30x31 mm;134.6;185.0;50.4;27.24;25
121691/140472;Sada zapínání na tašku 30x40 mm;390.0;0.0;-390.0;0;0
121691/211117;Sada zapínání na tašku 30x40 mm;420.0;0.0;-420.0;0;0
121691/231060;Sada zapínání na tašku 30x40 mm;390.0;0.0;-390.0;0;0
121691/231089;Sada zapínání na tašku 30x40 mm;390.0;0.0;-390.0;0;0
157394/140472;Sada zapínání na tašku 30x40 mm;72.4;88.5;16.1;18.19;20
157394/211117;Sada zapínání na tašku 30x40 mm;72.4;88.5;16.1;18.19;20
157395/140472;Sada zapínání na tašku 30x40 mm;434.4;478.1;43.7;9.14;10
157395/211117;Sada zapínání na tašku 30x40 mm;434.4;478.1;43.7;9.14;10
157395/231060;Sada zapínání na tašku 30x40 mm;434.4;478.1;43.7;9.14;10
157395/231089;Sada zapínání na tašku 30x40 mm;434.4;478.1;43.7;9.14;10
44676/140472;Sada zapínání na tašku 30x40 mm;14.48;27.2;12.72;46.76;45
44676/211117;Sada zapínání na tašku 30x40 mm;14.48;27.2;12.72;46.76;45
44676/231060;Sada zapínání na tašku 30x40 mm;14.48;27.2;12.72;46.76;45
44676/231089;Sada zapínání na tašku 30x40 mm;14.48;27.2;12.72;46.76;45
44813/140472;Sada zapínání na tašku 30x40 mm;78.15;107.5;29.35;27.3;25
44813/211117;Sada zapínání na tašku 30x40 mm;95.0;0.0;-95.0;0;0
44813/231060;Sada zapínání na tašku 30x40 mm;72.4;88.5;16.1;18.19;20
44813/231089;Sada zapínání na tašku 30x40 mm;80.45;126.5;46.05;36.4;35
159275/140482;Sada zapínání na tašku 50x25 mm;477.9;525.6;47.7;9.08;10
159275/198776;Sada zapínání na tašku 50x25 mm;477.9;525.6;47.7;9.08;10
159275/216093;Sada zapínání na tašku 50x25 mm;477.9;525.6;47.7;9.08;10
159275/223857;Sada zapínání na tašku 50x25 mm;477.9;525.6;47.7;9.08;10
44677/140482;Sada zapínání na tašku 50x25 mm;18.51;52.0;33.49;64.4;65
44677/198776;Sada zapínání na tašku 50x25 mm;15.93;29.9;13.97;46.72;45
44677/216093;Sada zapínání na tašku 50x25 mm;18.51;52.0;33.49;64.4;65
44677/223857;Sada zapínání na tašku 50x25 mm;15.93;29.9;13.97;46.72;45
44817/140482;Sada zapínání na tašku 50x25 mm;92.55;0.0;-92.55;0;0
44817/198776;Sada zapínání na tašku 50x25 mm;79.65;97.3;17.65;18.14;20
44817/216093;Sada zapínání na tašku 50x25 mm;92.55;0.0;-92.55;0;0
44817/223857;Sada zapínání na tašku 50x25 mm;79.65;97.3;17.65;18.14;20
86496/140482;Sada zapínání na tašku 50x25 mm;850.0;0.0;-850.0;0;0
86496/198776;Sada zapínání na tašku 50x25 mm;817.0;898.4;81.4;9.06;10
86496/216093;Sada zapínání na tašku 50x25 mm;900.0;0.0;-900.0;0;0
86496/223857;Sada zapínání na tašku 50x25 mm;796.5;876.0;79.5;9.08;10
145753/140483;Sada zapínání na tašku 25x33 mm;319.5;351.5;32.0;9.1;10
145753/228302;Sada zapínání na tašku 25x33 mm;319.5;351.5;32.0;9.1;10
145753/228303;Sada zapínání na tašku 25x33 mm;319.5;351.5;32.0;9.1;10
44636/140483;Sada zapínání na tašku 25x33 mm;12.78;24.0;11.22;46.75;45
44636/228302;Sada zapínání na tašku 25x33 mm;12.78;24.0;11.22;46.75;45
44636/228303;Sada zapínání na tašku 25x33 mm;12.78;24.0;11.22;46.75;45
44636/236157;Sada zapínání na tašku 25x33 mm;22.3;47.0;24.7;52.55;55
44819/140483;Sada zapínání na tašku 25x33 mm;63.9;78.1;14.2;18.18;20
44819/228302;Sada zapínání na tašku 25x33 mm;63.9;78.1;14.2;18.18;20
44819/228303;Sada zapínání na tašku 25x33 mm;63.9;78.1;14.2;18.18;20
51081/148458;Bavlnìná ucha na tašky délka 70 cm;119.96;225.3;105.34;46.76;45
51081/206922;Bavlnìná ucha na tašky délka 70 cm;156.82;265.0;108.18;40.82;40
70990/148458;Bavlnìná ucha na tašky délka 70 cm;1764.25;1940.5;176.25;9.08;10
98753/148458;Bavlnìná ucha na tašky délka 70 cm;239.92;293.3;53.38;18.2;20
114055/148974;Øetízek na kabelky s karabinou délka 90 cm;59.3;93.2;33.9;36.37;35
114055/148975;Øetízek na kabelky s karabinou délka 90 cm;84.7;133.1;48.4;36.36;35
114055/179654;Øetízek na kabelky s karabinou délka 90 cm;105.0;0.0;-105.0;0;0
118079/148974;Øetízek na kabelky s karabinou délka 90 cm;406.5;447.2;40.7;9.1;10
118079/148975;Øetízek na kabelky s karabinou délka 90 cm;355.8;391.3;35.5;9.07;10
118079/179654;Øetízek na kabelky s karabinou délka 90 cm;480.0;0.0;-480.0;0;0
51195/148974;Øetízek na kabelky s karabinou délka 90 cm;30.8;40.9;10.1;24.69;25
51195/148975;Øetízek na kabelky s karabinou délka 90 cm;30.8;40.9;10.1;24.69;25
51195/179654;Øetízek na kabelky s karabinou délka 90 cm;37.27;40.9;3.63;8.88;10
51195/192645;Øetízek na kabelky s karabinou délka 90 cm;37.27;40.9;3.63;8.88;10
14348/82855;Plastové patentky / stiskací knoflíky O25 mm;37.51;41.0;3.49;8.51;10
14348/82857;Plastové patentky / stiskací knoflíky O25 mm;13.6;28.7;15.1;52.61;55
152181/82857;Plastové patentky / stiskací knoflíky O25 mm;50.0;0.0;-50.0;0;0
152917/82855;Plastové patentky / stiskací knoflíky O25 mm;6.85;16.6;9.75;58.73;60
152917/82856;Plastové patentky / stiskací knoflíky O25 mm;6.85;16.6;9.75;58.73;60
152917/82857;Plastové patentky / stiskací knoflíky O25 mm;6.85;16.6;9.75;58.73;60
152919/82855;Plastové patentky / stiskací knoflíky O25 mm;41.1;64.6;23.5;36.38;35
152919/82856;Plastové patentky / stiskací knoflíky O25 mm;41.1;64.6;23.5;36.38;35
152919/82857;Plastové patentky / stiskací knoflíky O25 mm;41.1;64.6;23.5;36.38;35
156480/82855;Plastové patentky / stiskací knoflíky O25 mm;685.0;756.3;71.3;9.43;10
78960/82856;Plastové patentky / stiskací knoflíky O25 mm;685.0;756.3;71.3;9.43;10
78960/82857;Plastové patentky / stiskací knoflíky O25 mm;685.0;756.3;71.3;9.43;10
151685/91605;Vyšívací kruh / rámeèek k zavìšení O20 cm;282.05;443.2;161.15;36.36;35
156419/91605;Vyšívací kruh / rámeèek k zavìšení O20 cm;564.1;620.5;56.4;9.09;10
29777/91605;Vyšívací kruh / rámeèek k zavìšení O20 cm;620.0;0.0;-620.0;0;0
38722/91605;Vyšívací kruh / rámeèek k zavìšení O20 cm;56.41;136.2;79.79;58.58;60
120464/92185;Spona trojzubec šíøe 20 mm;597.0;657.0;60.0;9.13;10
16680/92185;Spona trojzubec šíøe 20 mm;199.0;312.8;113.8;36.38;35
39365/92185;Spona trojzubec šíøe 20 mm;19.9;48.1;28.2;58.63;60
519/129482;Brzdièky s dvìmi dírkami 20x20 mm velké;39.9;68.0;28.1;41.32;40
519/151354;Brzdièky s dvìmi dírkami 20x20 mm velké;30.0;0.0;-30.0;0;0
519/162542;Brzdièky s dvìmi dírkami 20x20 mm velké;30.0;0.0;-30.0;0;0
519/31316;Brzdièky s dvìmi dírkami 20x20 mm velké;28.0;67.5;39.5;58.52;60
519/31317;Brzdièky s dvìmi dírkami 20x20 mm velké;28.0;67.5;39.5;58.52;60
521/31316;Brzdièky s dvìmi dírkami 20x20 mm velké;560.0;614.7;54.7;8.9;10
521/31317;Brzdièky s dvìmi dírkami 20x20 mm velké;560.0;614.7;54.7;8.9;10
94849/31316;Brzdièky s dvìmi dírkami 20x20 mm velké;140.0;219.6;79.6;36.25;35
94849/31317;Brzdièky s dvìmi dírkami 20x20 mm velké;140.0;219.6;79.6;36.25;35
139512/134785;Brzdièky s dvìmi dírkami 20x20 mm;137.0;0.0;-137.0;0;0
139512/134786;Brzdièky s dvìmi dírkami 20x20 mm;107.0;168.2;61.2;36.39;35
139512/134793;Brzdièky s dvìmi dírkami 20x20 mm;107.0;168.2;61.2;36.39;35
139512/134796;Brzdièky s dvìmi dírkami 20x20 mm;84.0;131.9;47.9;36.32;35
139512/204784;Brzdièky s dvìmi dírkami 20x20 mm;84.0;131.9;47.9;36.32;35
139512/208121;Brzdièky s dvìmi dírkami 20x20 mm;84.0;131.9;47.9;36.32;35
139512/208123;Brzdièky s dvìmi dírkami 20x20 mm;84.0;131.9;47.9;36.32;35
139512/222152;Brzdièky s dvìmi dírkami 20x20 mm;84.0;131.9;47.9;36.32;35
139512/222153;Brzdièky s dvìmi dírkami 20x20 mm;84.0;131.9;47.9;36.32;35
139512/235027;Brzdièky s dvìmi dírkami 20x20 mm;84.0;131.9;47.9;36.32;35
139512/235029;Brzdièky s dvìmi dírkami 20x20 mm;84.0;131.9;47.9;36.32;35
139512/235030;Brzdièky s dvìmi dírkami 20x20 mm;91.0;144.0;53.0;36.81;35
139512/235031;Brzdièky s dvìmi dírkami 20x20 mm;84.0;131.9;47.9;36.32;35
139512/90739;Brzdièky s dvìmi dírkami 20x20 mm;84.0;131.9;47.9;36.32;35
139512/90740;Brzdièky s dvìmi dírkami 20x20 mm;84.0;131.9;47.9;36.32;35
139512/90741;Brzdièky s dvìmi dírkami 20x20 mm;84.0;131.9;47.9;36.32;35
139512/90743;Brzdièky s dvìmi dírkami 20x20 mm;84.0;131.9;47.9;36.32;35
139513/134785;Brzdièky s dvìmi dírkami 20x20 mm;760.0;0.0;-760.0;0;0
139513/204783;Brzdièky s dvìmi dírkami 20x20 mm;420.0;459.8;39.8;8.66;10
139513/208123;Brzdièky s dvìmi dírkami 20x20 mm;420.0;459.8;39.8;8.66;10
139513/222152;Brzdièky s dvìmi dírkami 20x20 mm;420.0;459.8;39.8;8.66;10
139513/235027;Brzdièky s dvìmi dírkami 20x20 mm;420.0;459.8;39.8;8.66;10
139513/235028;Brzdièky s dvìmi dírkami 20x20 mm;685.0;0.0;-685.0;0;0
139513/235029;Brzdièky s dvìmi dírkami 20x20 mm;420.0;459.8;39.8;8.66;10
139513/235030;Brzdièky s dvìmi dírkami 20x20 mm;455.0;502.2;47.2;9.4;10
139513/90740;Brzdièky s dvìmi dírkami 20x20 mm;420.0;459.8;39.8;8.66;10
139513/90743;Brzdièky s dvìmi dírkami 20x20 mm;420.0;459.8;39.8;8.66;10
16312/134786;Brzdièky s dvìmi dírkami 20x20 mm;100.0;0.0;-100.0;0;0
16312/134796;Brzdièky s dvìmi dírkami 20x20 mm;196.0;0.0;-196.0;0;0
16312/204783;Brzdièky s dvìmi dírkami 20x20 mm;114.0;180.3;66.3;36.77;35
16312/235028;Brzdièky s dvìmi dírkami 20x20 mm;91.0;144.0;53.0;36.81;35
29769/134785;Brzdièky s dvìmi dírkami 20x20 mm;535.0;586.9;51.9;8.84;10
29769/134786;Brzdièky s dvìmi dírkami 20x20 mm;650.0;713.9;63.9;8.95;10
29769/134793;Brzdièky s dvìmi dírkami 20x20 mm;650.0;713.9;63.9;8.95;10
29769/134796;Brzdièky s dvìmi dírkami 20x20 mm;420.0;459.8;39.8;8.66;10
29769/204784;Brzdièky s dvìmi dírkami 20x20 mm;420.0;459.8;39.8;8.66;10
29769/208121;Brzdièky s dvìmi dírkami 20x20 mm;495.0;544.5;49.5;9.09;10
29769/222153;Brzdièky s dvìmi dírkami 20x20 mm;455.0;502.2;47.2;9.4;10
29769/235028;Brzdièky s dvìmi dírkami 20x20 mm;685.0;756.3;71.3;9.43;10
29769/235031;Brzdièky s dvìmi dírkami 20x20 mm;535.0;586.9;51.9;8.84;10
29769/90739;Brzdièky s dvìmi dírkami 20x20 mm;420.0;459.8;39.8;8.66;10
29769/90741;Brzdièky s dvìmi dírkami 20x20 mm;455.0;502.2;47.2;9.4;10
38355/134785;Brzdièky s dvìmi dírkami 20x20 mm;10.7;25.8;15.1;58.53;60
38355/134786;Brzdièky s dvìmi dírkami 20x20 mm;9.9;24.0;14.1;58.75;60
38355/134788;Brzdièky s dvìmi dírkami 20x20 mm;21.78;37.0;15.22;41.14;40
38355/134791;Brzdièky s dvìmi dírkami 20x20 mm;21.8;37.0;15.2;41.08;40
38355/134793;Brzdièky s dvìmi dírkami 20x20 mm;10.7;25.8;15.1;58.53;60
38355/134796;Brzdièky s dvìmi dírkami 20x20 mm;8.4;20.2;11.8;58.42;60
38355/204783;Brzdièky s dvìmi dírkami 20x20 mm;8.4;20.2;11.8;58.42;60
38355/204784;Brzdièky s dvìmi dírkami 20x20 mm;8.4;20.2;11.8;58.42;60
38355/208121;Brzdièky s dvìmi dírkami 20x20 mm;8.4;20.2;11.8;58.42;60
38355/208122;Brzdièky s dvìmi dírkami 20x20 mm;21.8;37.0;15.2;41.08;40
38355/208123;Brzdièky s dvìmi dírkami 20x20 mm;8.4;20.2;11.8;58.42;60
38355/208124;Brzdièky s dvìmi dírkami 20x20 mm;21.8;37.0;15.2;41.08;40
38355/222152;Brzdièky s dvìmi dírkami 20x20 mm;8.4;20.2;11.8;58.42;60
38355/222153;Brzdièky s dvìmi dírkami 20x20 mm;8.4;20.2;11.8;58.42;60
38355/229894;Brzdièky s dvìmi dírkami 20x20 mm;21.8;37.0;15.2;41.08;40
38355/235027;Brzdièky s dvìmi dírkami 20x20 mm;8.4;20.2;11.8;58.42;60
38355/235028;Brzdièky s dvìmi dírkami 20x20 mm;9.1;22.1;13.0;58.82;60
38355/235029;Brzdièky s dvìmi dírkami 20x20 mm;8.4;20.2;11.8;58.42;60
38355/235030;Brzdièky s dvìmi dírkami 20x20 mm;8.4;20.2;11.8;58.42;60
38355/235031;Brzdièky s dvìmi dírkami 20x20 mm;8.4;20.2;11.8;58.42;60
38355/90739;Brzdièky s dvìmi dírkami 20x20 mm;8.4;20.2;11.8;58.42;60
38355/90740;Brzdièky s dvìmi dírkami 20x20 mm;8.4;20.2;11.8;58.42;60
38355/90741;Brzdièky s dvìmi dírkami 20x20 mm;8.4;20.2;11.8;58.42;60
38355/90743;Brzdièky s dvìmi dírkami 20x20 mm;8.4;20.2;11.8;58.42;60
101952/206310;Brzdièky kulaté 15x19 mm;730.0;810.7;80.7;9.95;10
139510/173985;Brzdièky kulaté 15x19 mm;58.0;71.4;13.4;18.77;20
139510/173987;Brzdièky kulaté 15x19 mm;58.0;71.4;13.4;18.77;20
139510/173988;Brzdièky kulaté 15x19 mm;58.0;71.4;13.4;18.77;20
139510/173989;Brzdièky kulaté 15x19 mm;58.0;71.4;13.4;18.77;20
139510/173990;Brzdièky kulaté 15x19 mm;58.0;71.4;13.4;18.77;20
139510/185093;Brzdièky kulaté 15x19 mm;58.0;71.4;13.4;18.77;20
139510/185132;Brzdièky kulaté 15x19 mm;58.0;71.4;13.4;18.77;20
139510/201133;Brzdièky kulaté 15x19 mm;58.0;71.4;13.4;18.77;20
139510/206310;Brzdièky kulaté 15x19 mm;58.0;71.4;13.4;18.77;20
139510/215853;Brzdièky kulaté 15x19 mm;58.0;71.4;13.4;18.77;20
139510/290219;Brzdièky kulaté 15x19 mm;58.0;71.4;13.4;18.77;20
139510/290270;Brzdièky kulaté 15x19 mm;58.0;71.4;13.4;18.77;20
139511/173985;Brzdièky kulaté 15x19 mm;290.0;320.7;30.7;9.57;10
139511/173987;Brzdièky kulaté 15x19 mm;290.0;320.7;30.7;9.57;10
139511/173988;Brzdièky kulaté 15x19 mm;290.0;320.7;30.7;9.57;10
139511/173989;Brzdièky kulaté 15x19 mm;290.0;320.7;30.7;9.57;10
139511/173990;Brzdièky kulaté 15x19 mm;290.0;320.7;30.7;9.57;10
139511/185132;Brzdièky kulaté 15x19 mm;315.0;344.9;29.9;8.67;10
139511/201133;Brzdièky kulaté 15x19 mm;315.0;344.9;29.9;8.67;10
139511/206310;Brzdièky kulaté 15x19 mm;375.0;0.0;-375.0;0;0
139511/290219;Brzdièky kulaté 15x19 mm;315.0;344.9;29.9;8.67;10
139511/290270;Brzdièky kulaté 15x19 mm;290.0;320.7;30.7;9.57;10
69196/215853;Brzdièky kulaté 15x19 mm;75.0;0.0;-75.0;0;0
69197/173985;Brzdièky kulaté 15x19 mm;290.0;320.7;30.7;9.57;10
69197/173990;Brzdièky kulaté 15x19 mm;0.87;1.0;0.13;13.0;15
69197/185093;Brzdièky kulaté 15x19 mm;290.0;320.7;30.7;9.57;10
69197/206310;Brzdièky kulaté 15x19 mm;0.0;0.0;0.0;0;0
69197/215853;Brzdièky kulaté 15x19 mm;290.0;320.7;30.7;9.57;10
75886/173985;Brzdièky kulaté 15x19 mm;5.8;10.9;5.1;46.79;45
75886/173986;Brzdièky kulaté 15x19 mm;9.55;19.0;9.45;49.74;50
75886/173987;Brzdièky kulaté 15x19 mm;5.8;10.9;5.1;46.79;45
75886/173988;Brzdièky kulaté 15x19 mm;5.8;10.9;5.1;46.79;45
75886/173989;Brzdièky kulaté 15x19 mm;5.8;10.9;5.1;46.79;45
75886/173990;Brzdièky kulaté 15x19 mm;5.8;10.9;5.1;46.79;45
75886/185032;Brzdièky kulaté 15x19 mm;9.55;19.0;9.45;49.74;50
75886/185033;Brzdièky kulaté 15x19 mm;10.77;19.0;8.23;43.32;45
75886/185035;Brzdièky kulaté 15x19 mm;9.55;19.0;9.45;49.74;50
75886/185093;Brzdièky kulaté 15x19 mm;5.8;10.9;5.1;46.79;45
75886/185132;Brzdièky kulaté 15x19 mm;5.8;10.9;5.1;46.79;45
75886/201132;Brzdièky kulaté 15x19 mm;9.55;19.0;9.45;49.74;50
75886/201133;Brzdièky kulaté 15x19 mm;5.8;10.9;5.1;46.79;45
75886/206310;Brzdièky kulaté 15x19 mm;5.8;10.9;5.1;46.79;45
75886/206315;Brzdièky kulaté 15x19 mm;9.55;19.0;9.45;49.74;50
75886/215853;Brzdièky kulaté 15x19 mm;5.8;10.9;5.1;46.79;45
75886/227408;Brzdièky kulaté 15x19 mm;9.55;19.0;9.45;49.74;50
75886/227409;Brzdièky kulaté 15x19 mm;9.55;0.0;-9.55;0;0
75886/227410;Brzdièky kulaté 15x19 mm;9.55;0.0;-9.55;0;0
75886/236179;Brzdièky kulaté 15x19 mm;9.55;19.0;9.45;49.74;50
75886/290219;Brzdièky kulaté 15x19 mm;5.8;10.9;5.1;46.79;45
75886/290270;Brzdièky kulaté 15x19 mm;5.8;10.9;5.1;46.79;45
154780/182566;Plastová koncovka 11x16 mm zamaèkávací;51.0;81.1;30.1;37.11;35
74227/182566;Plastová koncovka 11x16 mm zamaèkávací;10.2;24.7;14.5;58.7;60
74227/257288;Plastová koncovka 11x16 mm zamaèkávací;12.1;0.0;-12.1;0;0
74598/182566;Plastová koncovka 11x16 mm zamaèkávací;255.0;284.4;29.4;10.34;10
55825/153688;Kovová karabina otoèná, prùvlek 9 mm;19.35;40.9;21.55;52.69;55
55825/203101;Kovová karabina otoèná, prùvlek 9 mm;19.35;40.9;21.55;52.69;55
55825/212048;Kovová karabina otoèná, prùvlek 9 mm;14.52;52.0;37.48;72.08;70
55825/242194;Kovová karabina otoèná, prùvlek 9 mm;7.26;12.0;4.74;39.5;40
56278/153688;Kovová karabina otoèná, prùvlek 9 mm;77.4;106.5;29.1;27.32;25
56278/203101;Kovová karabina otoèná, prùvlek 9 mm;77.4;106.5;29.1;27.32;25
139581/190843;Nitì elastické pøiplétací Prym;288.6;352.7;64.1;18.17;20
79550/190843;Nitì elastické pøiplétací Prym;57.72;108.4;50.68;46.75;45
128/141466;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";460.1;613.5;153.4;25.0;25
128/141469;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";460.1;613.5;153.4;25.0;25
128/141472;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";460.1;613.5;153.4;25.0;25
128/141475;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";460.1;613.5;153.4;25.0;25
128/141478;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";460.1;613.5;153.4;25.0;25
128/246820;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";460.1;613.5;153.4;25.0;25
128/246821;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";460.1;613.5;153.4;25.0;25
128/246822;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";480.0;524.0;44.0;8.4;10
128/246823;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";460.1;613.5;153.4;25.0;25
128/246824;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";460.1;613.5;153.4;25.0;25
128/246825;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";460.1;613.5;153.4;25.0;25
128/246826;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";460.1;613.5;153.4;25.0;25
128/246827;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";460.1;613.5;153.4;25.0;25
128/246828;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";460.1;613.5;153.4;25.0;25
128/246851;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";480.0;524.0;44.0;8.4;10
128/31666;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";460.1;613.5;153.4;25.0;25
96453/141466;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";1380.3;1671.6;291.3;17.43;15
96453/141469;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";1380.3;1671.6;291.3;17.43;15
96453/141472;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";1380.3;1671.6;291.3;17.43;15
96453/141475;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";1380.3;1671.6;291.3;17.43;15
96453/141478;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";1380.3;1671.6;291.3;17.43;15
96453/246820;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";1313.4;0.0;-1313.4;0;0
96453/246821;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";1380.3;1671.6;291.3;17.43;15
96453/246822;"Pøíze Kordonet 10; 15; 30; 50; 60; 80";1290.0;0.0;-1290.0;0;0
